y-m-d_hr:mn:sc,moisture level (50-100mm),temperature 1,light level 1,waterIsOn,moisture level (Vegetronix @ 50mm)
2010-9-11_18:11,260,42,534,0
2010-9-11_18:26,260,41,515,0
2010-9-11_18:41,261,41,420,0
2010-9-11_18:56,262,41,354,0
2010-9-11_19:11,257,41,187,0
2010-9-11_19:26,257,41,81,0
2010-9-11_19:41,258,40,51,0
2010-9-11_19:56,257,40,56,0
2010-9-11_20:11,258,40,46,0
2010-9-11_20:26,258,40,46,0
2010-9-11_20:41,258,40,46,0
2010-9-11_20:56,258,40,46,0
2010-9-11_21:11,260,40,47,0
2010-9-11_21:26,258,40,47,0
2010-9-11_21:51,257,40,48,0
2010-9-11_22:6,257,39,47,0
2010-9-11_22:21,256,39,48,0
2010-9-11_22:36,256,39,48,0
2010-9-11_22:51,255,39,47,0
2010-9-11_23:6,254,39,48,0
2010-9-11_23:21,255,39,48,0
2010-9-11_23:36,253,39,48,0
2010-9-11_23:51,253,39,48,0
2010-9-12_0:6,252,39,48,0
2010-9-12_0:21,252,39,48,0
2010-9-12_0:36,250,38,48,0
2010-9-12_0:51,249,39,48,0
2010-9-12_1:6,249,38,48,0
2010-9-12_1:21,248,38,48,0
2010-9-12_1:36,248,38,48,0
2010-9-12_1:51,247,38,48,0
2010-9-12_2:6,246,38,48,0
2010-9-12_2:21,244,38,48,0
2010-9-12_2:36,246,38,48,0
2010-9-12_2:51,243,38,49,0
2010-9-12_3:6,242,38,49,0
2010-9-12_3:21,242,38,49,0
2010-9-12_3:36,241,38,49,0
2010-9-12_3:51,241,37,49,0
2010-9-12_4:6,240,38,49,0
2010-9-12_4:21,241,37,49,0
2010-9-12_4:36,239,37,49,0
2010-9-12_4:51,238,37,49,0
2010-9-12_5:6,238,37,50,0
2010-9-12_5:21,238,37,49,0
2010-9-12_5:36,237,37,49,0
2010-9-12_5:51,237,37,50,0
2010-9-12_6:6,238,37,50,0
2010-9-12_6:21,238,37,58,0
2010-9-12_6:36,236,37,78,0
2010-9-12_6:51,236,38,100,0
2010-9-12_7:6,237,37,130,0
2010-9-12_7:21,235,37,171,0
2010-9-12_7:36,234,37,236,0
2010-9-12_7:51,234,37,309,0
2010-9-12_8:6,234,37,233,0
2010-9-12_8:21,232,37,265,0
2010-9-12_8:36,234,37,310,0
2010-9-12_8:51,233,37,402,0
2010-9-12_9:6,233,37,469,0
2010-9-12_9:21,233,37,382,0
2010-9-12_9:36,231,37,468,0
2010-9-12_9:51,233,37,473,0
2010-9-12_10:6,232,37,446,0
2010-9-12_10:21,232,37,432,0
2010-9-12_10:36,231,37,519,0
2010-9-12_10:51,480,37,592,0
2010-9-12_11:6,459,37,624,0
2010-9-12_11:21,453,37,640,0
2010-9-12_11:36,451,37,676,0
2010-9-12_11:51,450,37,670,0
2010-9-12_12:6,450,38,638,1
2010-9-12_12:21,449,38,597,1
2010-9-12_12:36,451,37,658,0
2010-9-12_12:51,451,38,629,0
2010-9-12_13:6,451,38,619,0
2010-9-12_13:21,451,38,669,0
2010-9-12_13:36,452,38,671,0
2010-9-12_13:51,453,38,666,0
2010-9-12_14:6,453,38,708,0
2010-9-12_14:21,452,38,641,0
2010-9-12_14:36,454,38,606,0
2010-9-12_14:51,457,38,565,0
2010-9-12_15:6,457,38,563,0
2010-9-12_15:21,457,38,597,0
2010-9-12_15:36,457,38,558,0
2010-9-12_15:51,457,38,559,0
2010-9-12_16:6,457,38,544,0
2010-9-12_16:21,456,38,537,0
2010-9-12_16:36,454,38,541,0
2010-9-12_16:51,455,38,518,0
2010-9-12_17:6,455,38,502,0
2010-9-12_17:21,456,38,422,0
2010-9-12_17:36,455,38,361,0
2010-9-12_17:51,455,38,267,0
2010-9-12_18:6,452,38,266,0
2010-9-12_18:21,451,38,226,0
2010-9-12_18:36,452,38,234,0
2010-9-12_18:51,450,38,166,0
2010-9-12_19:6,450,38,118,0
2010-9-12_19:21,450,38,86,0
2010-9-12_19:36,449,37,59,0
2010-9-12_19:51,449,37,52,0
2010-9-12_20:6,449,37,52,0
2010-9-12_20:21,448,38,51,0
2010-9-12_20:36,449,38,51,0
2010-9-12_20:51,448,37,51,0
2010-9-12_21:6,448,37,51,0
2010-9-12_21:21,448,37,51,0
2010-9-12_21:36,448,37,51,0
2010-9-12_21:51,448,37,50,0
2010-9-12_22:6,448,37,51,0
2010-9-12_22:21,448,38,50,0
2010-9-12_22:36,447,38,50,0
2010-9-12_22:51,448,38,49,0
2010-9-12_23:6,446,37,50,0
2010-9-12_23:21,447,37,52,0
2010-9-12_23:36,447,37,50,0
2010-9-12_23:51,447,37,50,0
2010-9-13_0:6,447,37,50,0
2010-9-13_0:21,447,37,50,0
2010-9-13_0:36,447,37,49,0
2010-9-13_0:51,446,37,49,0
2010-9-13_1:6,447,37,49,0
2010-9-13_1:21,446,37,49,0
2010-9-13_1:36,446,37,49,0
2010-9-13_1:51,446,37,49,0
2010-9-13_2:6,446,37,49,0
2010-9-13_2:21,446,37,49,0
2010-9-13_2:36,445,37,48,0
2010-9-13_2:51,445,37,48,0
2010-9-13_3:6,445,37,49,0
2010-9-13_3:21,444,37,49,0
2010-9-13_3:36,443,36,48,0
2010-9-13_3:51,444,37,48,0
2010-9-13_4:6,443,37,48,0
2010-9-13_4:21,442,37,48,0
2010-9-13_4:36,442,37,48,0
2010-9-13_4:51,442,36,47,0
2010-9-13_5:6,442,37,47,0
2010-9-13_5:21,441,36,47,0
2010-9-13_5:36,440,36,47,0
2010-9-13_5:51,440,37,47,0
2010-9-13_6:6,439,36,48,0
2010-9-13_6:21,439,36,57,0
2010-9-13_6:36,439,36,84,0
2010-9-13_6:51,439,37,129,0
2010-9-13_7:6,438,37,242,0
2010-9-13_7:21,439,36,293,0
2010-9-13_7:36,439,36,382,0
2010-9-13_7:51,439,37,459,0
2010-9-13_8:6,439,37,569,0
2010-9-13_8:21,439,36,747,0
2010-9-13_8:36,441,37,820,0
2010-9-13_8:51,441,37,888,0
2010-9-13_9:6,441,38,902,0
2010-9-13_9:21,444,38,900,0
2010-9-13_9:36,445,39,827,0
2010-9-13_9:51,450,39,921,0
2010-9-13_10:6,452,38,841,0
2010-9-13_10:21,454,39,697,0
2010-9-13_10:36,453,39,768,0
2010-9-13_10:51,453,39,692,0
2010-9-13_11:6,453,39,727,0
2010-9-13_11:21,453,39,856,0
2010-9-13_11:36,454,41,903,0
2010-9-13_11:51,454,43,908,0
2010-9-13_12:6,457,44,902,0
2010-9-13_12:21,462,45,891,0
2010-9-13_12:36,465,46,896,0
2010-9-13_12:51,474,45,899,0
2010-9-13_13:6,476,44,909,0
2010-9-13_13:21,477,44,908,0
2010-9-13_13:36,477,43,873,0
2010-9-13_13:51,476,43,880,0
2010-9-13_14:6,476,43,873,0
2010-9-13_14:21,475,43,858,0
2010-9-13_14:36,475,42,857,0
2010-9-13_14:51,472,42,868,0
2010-9-13_15:6,472,42,859,0
2010-9-13_15:21,471,42,805,0
2010-9-13_15:36,470,42,697,0
2010-9-13_15:51,469,42,777,0
2010-9-13_16:6,469,42,725,0
2010-9-13_16:21,468,42,685,0
2010-9-13_16:36,467,41,631,0
2010-9-13_16:51,465,41,691,0
2010-9-13_17:6,464,41,697,0
2010-9-13_17:21,465,41,488,0
2010-9-13_17:36,464,41,628,0
2010-9-13_17:51,464,41,591,0
2010-9-13_18:6,462,41,549,0
2010-9-13_18:21,462,41,510,0
2010-9-13_18:36,462,40,368,0
2010-9-13_18:51,538,41,288,0
2010-9-13_19:6,535,41,192,0
2010-9-13_19:21,527,40,102,0
2010-9-13_19:36,525,40,59,0
2010-9-13_19:51,521,40,52,0
2010-9-13_20:6,519,40,50,0
2010-9-13_20:21,518,40,51,0
2010-9-13_20:36,516,40,50,0
2010-9-13_20:51,515,40,51,0
2010-9-13_21:6,513,39,51,0
2010-9-13_21:21,513,39,51,0
2010-9-13_21:36,510,39,62,0
2010-9-13_21:51,510,39,52,0
2010-9-13_22:6,508,39,51,0
2010-9-13_22:21,507,39,51,0
2010-9-13_22:36,506,39,50,0
2010-9-13_22:51,505,39,51,0
2010-9-13_23:6,503,39,50,0
2010-9-13_23:21,502,38,50,0
2010-9-13_23:36,500,39,50,0
2010-9-13_23:51,499,38,50,0
2010-9-14_0:6,498,38,50,0
2010-9-14_0:21,497,38,49,0
2010-9-14_0:36,495,38,50,0
2010-9-14_0:51,494,38,50,0
2010-9-14_1:6,493,38,49,0
2010-9-14_1:21,495,37,49,0
2010-9-14_1:36,496,37,49,0
2010-9-14_1:51,497,37,48,0
2010-9-14_2:6,502,37,48,0
2010-9-14_2:21,506,37,47,0
2010-9-14_2:36,517,37,48,0
2010-9-14_2:51,519,37,47,0
2010-9-14_3:6,526,37,47,0
2010-9-14_3:21,536,36,47,0
2010-9-14_3:36,544,36,47,0
2010-9-14_3:51,547,37,47,0
2010-9-14_4:6,552,36,47,0
2010-9-14_4:21,553,37,47,0
2010-9-14_4:36,556,36,47,0
2010-9-14_4:51,557,36,47,0
2010-9-14_5:6,559,36,46,0
2010-9-14_5:21,560,36,47,0
2010-9-14_5:36,561,36,46,0
2010-9-14_5:51,562,36,46,0
2010-9-14_6:6,561,36,47,0
2010-9-14_6:21,561,36,58,0
2010-9-14_6:36,556,36,113,0
2010-9-14_6:51,554,36,230,0
2010-9-14_7:6,548,36,366,0
2010-9-14_7:21,547,36,450,0
2010-9-14_7:36,543,36,516,0
2010-9-14_7:51,542,36,545,0
2010-9-14_8:6,539,36,564,0
2010-9-14_8:21,538,36,657,0
2010-9-14_8:36,537,36,859,0
2010-9-14_8:51,538,37,908,0
2010-9-14_9:6,540,38,929,0
2010-9-14_9:21,541,39,921,0
2010-9-14_9:36,542,38,899,0
2010-9-14_9:51,541,39,918,0
2010-9-14_10:6,541,38,835,0
2010-9-14_10:21,539,38,740,0
2010-9-14_10:36,539,38,695,0
2010-9-14_10:51,536,38,742,0
2010-9-14_11:6,534,39,803,0
2010-9-14_11:21,535,39,861,0
2010-9-14_11:36,534,41,908,0
2010-9-14_11:51,537,43,911,0
2010-9-14_12:6,540,44,910,0
2010-9-14_12:21,543,45,904,0
2010-9-14_12:36,549,46,910,0
2010-9-14_12:51,548,45,916,0
2010-9-14_13:6,548,44,919,0
2010-9-14_13:21,548,44,906,0
2010-9-14_13:36,546,44,898,0
2010-9-14_13:51,543,43,883,0
2010-9-14_14:6,542,43,864,0
2010-9-14_14:21,541,43,858,0
2010-9-14_14:36,540,43,857,0
2010-9-14_14:51,538,43,855,0
2010-9-14_15:6,538,42,858,0
2010-9-14_15:21,535,42,817,0
2010-9-14_15:36,533,42,777,0
2010-9-14_15:51,530,41,734,0
2010-9-14_16:6,530,42,708,0
2010-9-14_16:21,527,42,684,0
2010-9-14_16:36,527,41,670,0
2010-9-14_16:51,524,41,659,0
2010-9-14_17:6,524,41,687,0
2010-9-14_17:21,522,41,611,0
2010-9-14_17:36,521,41,599,0
2010-9-14_17:51,520,41,584,0
2010-9-14_18:6,517,40,549,0
2010-9-14_18:21,517,41,526,0
2010-9-14_18:36,515,41,394,0
2010-9-14_18:51,515,40,278,0
2010-9-14_19:6,514,40,177,0
2010-9-14_19:21,510,40,87,0
2010-9-14_19:36,510,40,51,0
2010-9-14_19:51,507,40,46,0
2010-9-14_20:6,506,39,45,0
2010-9-14_20:21,504,40,46,0
2010-9-14_20:36,503,39,46,0
2010-9-14_20:51,501,39,47,0
2010-9-14_21:6,501,39,46,0
2010-9-14_21:21,499,38,46,0
2010-9-14_21:36,499,39,47,0
2010-9-14_21:51,496,38,47,0
2010-9-14_22:6,496,38,47,0
2010-9-14_22:21,496,38,47,0
2010-9-14_22:36,494,38,48,0
2010-9-14_22:51,491,37,47,0
2010-9-14_23:6,491,38,48,0
2010-9-14_23:21,489,37,48,0
2010-9-14_23:36,489,37,49,0
2010-9-14_23:51,488,37,49,0
2010-9-15_0:6,486,37,49,0
2010-9-15_0:21,484,37,49,0
2010-9-15_0:36,484,37,49,0
2010-9-15_0:51,482,37,49,0
2010-9-15_1:6,480,37,49,0
2010-9-15_1:21,479,37,49,0
2010-9-15_1:36,480,37,49,0
2010-9-15_1:51,478,36,48,0
2010-9-15_2:6,476,36,48,0
2010-9-15_2:21,475,36,48,0
2010-9-15_2:36,474,36,48,0
2010-9-15_2:51,472,36,48,0
2010-9-15_3:6,472,36,48,0
2010-9-15_3:21,470,36,48,0
2010-9-15_3:36,470,36,48,0
2010-9-15_3:51,468,36,48,0
2010-9-15_4:6,467,35,48,0
2010-9-15_4:21,466,36,48,0
2010-9-15_4:36,467,36,48,0
2010-9-15_4:51,464,35,47,0
2010-9-15_5:6,465,35,48,0
2010-9-15_5:21,463,35,48,0
2010-9-15_5:36,462,35,48,0
2010-9-15_5:51,460,35,48,0
2010-9-15_6:6,460,35,49,0
2010-9-15_6:21,457,35,60,0
2010-9-15_6:36,457,35,118,0
2010-9-15_6:51,457,35,218,0
2010-9-15_7:6,455,35,298,0
2010-9-15_7:21,454,35,366,0
2010-9-15_7:36,453,35,395,0
2010-9-15_7:51,452,35,424,0
2010-9-15_8:6,452,35,444,0
2010-9-15_8:21,451,35,586,0
2010-9-15_8:36,452,35,887,0
2010-9-15_8:51,452,36,916,0
2010-9-15_9:6,456,36,921,0
2010-9-15_9:21,458,37,916,0
2010-9-15_9:36,462,37,920,0
2010-9-15_9:51,463,37,911,0
2010-9-15_10:6,463,37,809,0
2010-9-15_10:21,463,37,721,0
2010-9-15_10:36,462,37,686,0
2010-9-15_10:51,461,37,708,0
2010-9-15_11:6,460,37,778,0
2010-9-15_11:21,461,37,887,0
2010-9-15_11:36,462,39,915,0
2010-9-15_11:51,464,41,915,0
2010-9-15_12:6,471,42,909,0
2010-9-15_12:21,472,44,902,0
2010-9-15_12:36,477,45,912,0
2010-9-15_12:51,480,44,920,0
2010-9-15_13:6,480,43,929,0
2010-9-15_13:21,479,43,917,0
2010-9-15_13:36,479,43,886,0
2010-9-15_13:51,478,42,879,0
2010-9-15_14:6,477,42,863,0
2010-9-15_14:21,476,42,849,0
2010-9-15_14:36,474,42,859,0
2010-9-15_14:51,473,41,862,0
2010-9-15_15:6,472,41,860,0
2010-9-15_15:21,471,41,826,0
2010-9-15_15:36,470,41,758,0
2010-9-15_15:51,470,41,727,0
2010-9-15_16:6,468,41,703,0
2010-9-15_16:21,455,40,669,0
2010-9-15_16:36,449,41,666,0
2010-9-15_16:51,447,40,655,0
2010-9-15_17:6,447,40,686,0
2010-9-15_17:21,446,41,617,0
2010-9-15_17:36,445,41,607,1
2010-9-15_17:51,444,40,585,0
2010-9-15_18:6,443,40,545,0
2010-9-15_18:21,442,41,535,0
2010-9-15_18:36,443,39,385,0
2010-9-15_18:51,441,40,273,0
2010-9-15_19:6,439,40,158,0
2010-9-15_19:21,438,39,71,0
2010-9-15_19:36,438,39,54,0
2010-9-15_19:51,437,39,53,0
2010-9-15_20:6,435,38,46,0
2010-9-15_20:21,433,39,46,0
2010-9-15_20:36,431,38,46,0
2010-9-15_20:51,430,38,46,0
2010-9-15_21:6,430,38,46,0
2010-9-15_21:21,429,38,46,0
2010-9-15_21:36,429,38,46,0
2010-9-15_21:51,428,38,47,0
2010-9-15_22:6,426,37,47,0
2010-9-15_22:21,427,37,47,0
2010-9-15_22:36,424,37,48,0
2010-9-15_22:51,423,37,48,0
2010-9-15_23:6,421,37,48,0
2010-9-15_23:21,421,37,48,0
2010-9-15_23:36,420,37,48,0
2010-9-15_23:51,419,37,48,0
2010-9-16_0:6,417,36,48,0
2010-9-16_0:21,415,37,49,0
2010-9-16_0:36,415,36,48,0
2010-9-16_0:51,413,36,49,0
2010-9-16_1:6,412,36,49,0
2010-9-16_1:21,411,36,49,0
2010-9-16_1:36,408,36,49,0
2010-9-16_1:51,408,36,48,0
2010-9-16_2:6,407,36,48,0
2010-9-16_2:21,407,36,49,0
2010-9-16_2:36,405,36,48,0
2010-9-16_2:51,404,36,47,0
2010-9-16_3:6,404,36,47,0
2010-9-16_3:21,401,35,47,0
2010-9-16_3:36,400,35,48,0
2010-9-16_3:51,400,35,48,0
2010-9-16_4:6,398,35,48,0
2010-9-16_4:21,397,35,48,0
2010-9-16_4:36,396,35,48,0
2010-9-16_4:51,395,35,48,0
2010-9-16_5:6,395,35,47,0
2010-9-16_5:21,392,35,47,0
2010-9-16_5:36,393,35,47,0
2010-9-16_5:51,392,35,48,0
2010-9-16_6:6,391,35,48,0
2010-9-16_6:21,391,35,56,0
2010-9-16_6:36,389,34,104,0
2010-9-16_6:51,389,35,197,0
2010-9-16_7:6,387,34,322,0
2010-9-16_7:21,387,35,426,0
2010-9-16_7:36,386,35,482,0
2010-9-16_7:51,388,35,563,0
2010-9-16_8:6,386,35,619,0
2010-9-16_8:21,387,35,652,0
2010-9-16_8:36,387,35,845,0
2010-9-16_8:51,388,35,898,0
2010-9-16_9:6,389,36,915,0
2010-9-16_9:21,391,37,865,0
2010-9-16_9:36,391,37,730,0
2010-9-16_9:51,394,37,755,0
2010-9-16_10:6,395,37,742,0
2010-9-16_10:21,394,37,776,0
2010-9-16_10:36,396,37,735,0
2010-9-16_10:51,398,37,689,0
2010-9-16_11:6,397,37,697,0
2010-9-16_11:21,399,38,729,0
2010-9-16_11:36,399,38,744,0
2010-9-16_11:51,400,38,741,0
2010-9-16_12:6,401,39,843,0
2010-9-16_12:21,404,40,828,0
2010-9-16_12:36,405,40,831,0
2010-9-16_12:51,407,40,897,0
2010-9-16_13:6,408,41,875,0
2010-9-16_13:21,411,41,776,0
2010-9-16_13:36,412,41,867,0
2010-9-16_13:51,412,41,875,0
2010-9-16_14:6,411,41,817,0
2010-9-16_14:21,413,41,755,0
2010-9-16_14:36,412,41,716,0
2010-9-16_14:51,414,41,671,0
2010-9-16_15:6,412,41,642,0
2010-9-16_15:21,413,41,569,0
2010-9-16_15:36,413,41,578,0
2010-9-16_15:51,413,41,551,0
2010-9-16_16:6,413,41,539,0
2010-9-16_16:21,413,41,519,0
2010-9-16_16:36,411,41,535,0
2010-9-16_16:51,412,41,481,0
2010-9-16_17:6,411,40,528,0
2010-9-16_17:21,409,41,489,0
2010-9-16_17:36,409,40,461,0
2010-9-16_17:51,408,40,393,0
2010-9-16_18:6,407,40,377,0
2010-9-16_18:21,407,40,341,0
2010-9-16_18:36,406,40,230,0
2010-9-16_18:51,406,40,125,0
2010-9-16_19:6,404,40,91,0
2010-9-16_19:21,403,40,66,0
2010-9-16_19:36,402,39,54,0
2010-9-16_19:51,401,40,53,0
2010-9-16_20:6,400,39,62,0
2010-9-16_20:21,398,39,61,0
2010-9-16_20:36,397,39,62,0
2010-9-16_20:51,396,39,61,0
2010-9-16_21:6,397,39,61,0
2010-9-16_21:21,395,39,62,0
2010-9-16_21:36,395,39,53,0
2010-9-16_21:51,395,39,51,0
2010-9-16_22:6,394,39,51,0
2010-9-16_22:21,392,39,50,0
2010-9-16_22:36,390,39,51,0
2010-9-16_22:51,391,39,53,0
2010-9-16_23:6,391,39,53,0
2010-9-16_23:21,390,39,53,0
2010-9-16_23:36,389,39,51,0
2010-9-16_23:51,390,38,50,0
2010-9-17_0:6,388,39,50,0
2010-9-17_0:21,389,39,50,0
2010-9-17_0:36,387,38,49,0
2010-9-17_0:51,388,38,49,0
2010-9-17_1:6,389,38,49,0
2010-9-17_1:21,389,38,49,0
2010-9-17_1:36,391,38,48,0
2010-9-17_1:51,391,38,48,0
2010-9-17_2:6,394,38,48,0
2010-9-17_2:21,395,38,47,0
2010-9-17_2:36,396,38,47,0
2010-9-17_2:51,398,38,47,0
2010-9-17_3:6,401,38,47,0
2010-9-17_3:21,402,38,47,0
2010-9-17_3:36,406,38,47,0
2010-9-17_3:51,407,38,47,0
2010-9-17_4:6,411,38,47,0
2010-9-17_4:21,413,38,46,0
2010-9-17_4:36,417,38,46,0
2010-9-17_4:51,418,38,46,0
2010-9-17_5:6,421,38,47,0
2010-9-17_5:21,422,38,46,0
2010-9-17_5:36,426,38,46,0
2010-9-17_5:51,427,38,46,0
2010-9-17_6:6,432,38,46,0
2010-9-17_6:21,433,38,50,0
2010-9-17_6:36,437,38,76,0
2010-9-17_6:51,437,38,165,0
2010-9-17_7:6,439,38,243,0
2010-9-17_7:21,441,38,295,0
2010-9-17_7:36,444,38,385,0
2010-9-17_7:51,443,38,581,0
2010-9-17_8:6,448,38,569,0
2010-9-17_8:21,449,38,593,0
2010-9-17_8:36,452,38,796,0
2010-9-17_8:51,453,39,896,0
2010-9-17_9:6,458,39,695,0
2010-9-17_9:21,460,39,697,0
2010-9-17_9:36,461,39,466,0
2010-9-17_9:51,464,39,852,0
2010-9-17_10:6,414,39,802,0
2010-9-17_10:21,417,39,782,0
2010-9-17_10:36,419,39,762,0
2010-9-17_10:51,424,39,756,0
2010-9-17_11:6,429,39,814,0
2010-9-17_11:21,434,39,872,0
2010-9-17_11:36,434,40,923,0
2010-9-17_11:51,440,42,919,0
2010-9-17_12:6,445,42,912,0
2010-9-17_12:21,448,44,908,0
2010-9-17_12:36,449,45,920,0
2010-9-17_12:51,453,44,918,0
2010-9-17_13:6,455,44,909,0
2010-9-17_13:21,457,43,765,0
2010-9-17_13:36,456,43,899,0
2010-9-17_13:51,457,43,728,0
2010-9-17_14:6,459,43,881,0
2010-9-17_14:21,457,42,859,0
2010-9-17_14:36,456,42,866,0
2010-9-17_14:51,455,42,872,0
2010-9-17_15:6,455,42,849,0
2010-9-17_15:21,454,42,813,0
2010-9-17_15:36,454,42,781,0
2010-9-17_15:51,454,42,746,0
2010-9-17_16:6,454,41,722,0
2010-9-17_16:21,454,41,701,0
2010-9-17_16:36,452,41,685,0
2010-9-17_16:51,452,41,672,0
2010-9-17_17:6,453,41,653,0
2010-9-17_17:21,451,41,640,0
2010-9-17_17:36,451,40,608,0
2010-9-17_17:51,450,40,585,0
2010-9-17_18:6,450,40,552,0
2010-9-17_18:21,451,39,495,0
2010-9-17_18:36,448,40,363,0
2010-9-17_18:51,448,40,257,0
2010-9-17_19:6,447,39,146,0
2010-9-17_19:21,446,39,74,0
2010-9-17_19:36,447,39,52,0
2010-9-17_19:51,446,39,50,0
2010-9-17_20:6,444,38,50,0
2010-9-17_20:21,445,38,50,0
2010-9-17_20:36,446,38,53,0
2010-9-17_20:51,442,38,54,0
2010-9-17_21:6,442,38,54,0
2010-9-17_21:21,441,38,54,0
2010-9-17_21:36,441,38,54,0
2010-9-17_21:51,439,38,54,0
2010-9-17_22:6,437,38,54,0
2010-9-17_22:21,436,37,54,0
2010-9-17_22:36,435,37,54,0
2010-9-17_22:51,432,37,54,0
2010-9-17_23:6,433,37,53,0
2010-9-17_23:21,431,37,53,0
2010-9-17_23:36,428,37,53,0
2010-9-17_23:51,426,36,53,0
2010-9-18_0:6,425,37,53,0
2010-9-18_0:21,424,36,53,0
2010-9-18_0:36,424,36,53,0
2010-9-18_0:51,422,36,52,0
2010-9-18_1:6,421,36,52,0
2010-9-18_1:21,418,36,53,0
2010-9-18_1:36,419,36,53,0
2010-9-18_1:51,417,35,52,0
2010-9-18_2:6,415,36,53,0
2010-9-18_2:21,412,35,53,0
2010-9-18_2:36,413,35,53,0
2010-9-18_2:51,411,35,53,0
2010-9-18_3:6,410,35,53,0
2010-9-18_3:21,409,35,53,0
2010-9-18_3:36,409,35,52,0
2010-9-18_3:51,407,35,53,0
2010-9-18_4:6,407,35,53,0
2010-9-18_4:21,405,35,52,0
2010-9-18_4:36,403,34,52,0
2010-9-18_4:51,404,34,52,0
2010-9-18_5:6,402,34,52,0
2010-9-18_5:21,401,34,52,0
2010-9-18_5:36,401,34,52,0
2010-9-18_5:51,400,34,52,0
2010-9-18_6:6,399,34,52,0
2010-9-18_6:21,399,34,58,0
2010-9-18_6:36,398,34,103,0
2010-9-18_6:51,397,34,199,0
2010-9-18_7:6,395,34,282,0
2010-9-18_7:21,396,34,336,0
2010-9-18_7:36,396,34,371,0
2010-9-18_7:51,395,34,396,0
2010-9-18_8:6,394,34,422,0
2010-9-18_8:21,393,34,504,0
2010-9-18_8:36,394,34,854,0
2010-9-18_8:51,394,34,923,0
2010-9-18_9:6,397,35,927,0
2010-9-18_9:21,398,35,925,0
2010-9-18_9:36,400,36,920,0
2010-9-18_9:51,400,35,893,0
2010-9-18_10:6,401,36,786,0
2010-9-18_10:21,402,36,718,0
2010-9-18_10:36,402,36,679,0
2010-9-18_10:51,402,36,717,0
2010-9-18_11:6,402,36,813,0
2010-9-18_11:21,401,36,868,0
2010-9-18_11:36,403,36,800,0
2010-9-18_11:51,404,38,925,0
2010-9-18_12:6,406,39,916,0
2010-9-18_12:21,409,40,909,0
2010-9-18_12:36,413,42,920,0
2010-9-18_12:51,415,42,822,0
2010-9-18_13:6,419,41,922,0
2010-9-18_13:21,419,41,771,0
2010-9-18_13:36,421,41,897,0
2010-9-18_13:51,421,41,891,0
2010-9-18_14:6,402,41,868,0
2010-9-18_14:21,403,40,706,0
2010-9-18_14:36,404,41,848,0
2010-9-18_14:51,406,41,869,0
2010-9-18_15:6,406,41,851,0
2010-9-18_15:21,406,41,804,0
2010-9-18_15:36,406,40,730,0
2010-9-18_15:51,407,40,759,0
2010-9-18_16:6,406,40,714,0
2010-9-18_16:21,408,40,699,0
2010-9-18_16:36,408,40,687,0
2010-9-18_16:51,408,40,677,0
2010-9-18_17:6,408,40,656,0
2010-9-18_17:21,407,40,648,0
2010-9-18_17:36,406,39,607,0
2010-9-18_17:51,407,40,579,0
2010-9-18_18:6,404,39,547,0
2010-9-18_18:21,404,40,483,0
2010-9-18_18:36,403,40,357,0
2010-9-18_18:51,403,39,227,0
2010-9-18_19:6,403,40,127,0
2010-9-18_19:21,402,39,66,0
2010-9-18_19:36,402,39,53,0
2010-9-18_19:51,400,39,51,0
2010-9-18_20:6,397,39,51,0
2010-9-18_20:21,397,39,52,0
2010-9-18_20:36,396,39,53,0
2010-9-18_20:51,396,39,52,0
2010-9-18_21:6,395,39,53,0
2010-9-18_21:21,394,38,53,0
2010-9-18_21:36,394,38,53,0
2010-9-18_21:51,392,38,53,0
2010-9-18_22:6,391,38,54,0
2010-9-18_22:21,389,38,53,0
2010-9-18_22:36,388,38,53,0
2010-9-18_22:51,386,38,53,0
2010-9-18_23:6,385,38,53,0
2010-9-18_23:21,384,38,53,0
2010-9-18_23:36,384,38,52,0
2010-9-18_23:51,383,38,52,0
2010-9-19_0:6,381,37,51,0
2010-9-19_0:21,379,37,51,0
2010-9-19_0:36,378,37,51,0
2010-9-19_0:51,375,37,51,0
2010-9-19_1:6,376,37,51,0
2010-9-19_1:21,375,37,51,0
2010-9-19_1:36,374,37,51,0
2010-9-19_1:51,372,37,50,0
2010-9-19_2:6,371,37,50,0
2010-9-19_2:21,369,37,51,0
2010-9-19_2:36,368,37,50,0
2010-9-19_2:51,366,36,51,0
2010-9-19_3:6,366,36,51,0
2010-9-19_3:21,364,37,50,0
2010-9-19_3:36,364,36,49,0
2010-9-19_3:51,362,36,49,0
2010-9-19_4:6,362,36,49,0
2010-9-19_4:21,361,36,49,0
2010-9-19_4:36,361,36,49,0
2010-9-19_4:51,359,36,49,0
2010-9-19_5:6,358,36,48,0
2010-9-19_5:21,358,36,48,0
2010-9-19_5:36,356,36,48,0
2010-9-19_5:51,356,36,47,0
2010-9-19_6:6,355,35,48,0
2010-9-19_6:21,353,36,52,0
2010-9-19_6:36,353,35,93,0
2010-9-19_6:51,352,36,174,0
2010-9-19_7:6,351,36,303,0
2010-9-19_7:21,352,36,476,0
2010-9-19_7:36,351,36,528,0
2010-9-19_7:51,350,36,426,0
2010-9-19_8:6,350,36,494,0
2010-9-19_8:21,350,36,519,0
2010-9-19_8:36,349,36,815,0
2010-9-19_8:51,349,36,899,0
2010-9-19_9:6,348,37,918,0
2010-9-19_9:21,349,37,795,0
